abstract,paraphrase_abstract,Score (0-10),Not/Bad generated
"The research involves creating new partial cubes through the combination of existing ones using techniques like the Cartesian product and pasting, or expanding and contracting them. By doing so, we can determine the exact dimensions of the resulting partial cubes, both in terms of their isometry group and their position within a larger lattice.",,0,True
"In this paper we present an algorithm for computing Hecke eigensystems of Hilbert-Siegel cusp forms over real quadratic fields of narrow class number one. We give some illustrative examples using the quadratic field $\\Q(\\sqrt{5})$. In those examples, we identify Hilbert-Siegel eigenforms that are possible lifts from Hilbert eigenforms.","This paper proposes a method for determining the Hecke eigenvalues and their corresponding eigenvectors (Hecke eigensystems) of Hilbert-Siegel cusp forms over real quadratic fields with narrow class number one. The authors provide demonstrations of the algorithm's application by utilizing the quadratic field Q(√5), in which they pinpoint specific Hilbert-Siegel eigenforms that can be lifted from Hilbert eigenforms.",8,False
"Recently, Bruinier and Ono classified cusp forms $f(z) := \\sum_{n=0}^{\\infty} a_f(n)q ^n \\in S_{\\lambda+1/2}(\\Gamma_0(N),\\chi)\\cap \\mathbb{Z}[[q]]$ that does not satisfy a certain distribution property for modulo odd primes $p$. In this paper, using Rankin-Cohen Bracket, we extend this result to modular forms of half integral weight for primes $p \\geq 5$. As applications of our main theorem we derive distribution properties, for modulo primes $p\\geq5$, of traces of singular moduli and Hurwitz class number. We also study an analogue of Newman's conjecture for overpartitions.","Recently, Bruinier and Ono demonstrated that there exist cusp forms $f(z) = \sum_{n=0}^{\infty} a_f(n) q^n \in S_{\lambda+1/2}(\Gamma_0(N),\chi)\cap \mathbb{Z}[[q]]$ that do not possess a specific distribution property for odd prime moduli $p$. Building upon their work, we utilize the Rankin-Cohen Bracket to broaden this result by incorporating modular forms of half-integral weight for primes $p \geq 5$. Our primary theorem yields distribution properties for traces of singular moduli and Hurwitz class numbers modulo such primes $p \geq 5$. Additionally, we explore an analogue of Newman's conjecture pertaining to overpartitions.",9,False
"Serre obtained the p-adic limit of the integral Fourier coefficient of modular forms on $SL_2(\\mathbb{Z})$ for $p=2,3,5,7$. In this paper, we extend the result of Serre to weakly holomorphic modular forms of half integral weight on $\\Gamma_{0}(4N)$ for $N=1,2,4$. A proof is based on linear relations among Fourier coefficients of modular forms of half integral weight. As applications we obtain congruences of Borcherds exponents, congruences of quotient of Eisentein series and congruences of values of $L$-functions at a certain point are also studied. Furthermore, the congruences of the Fourier coefficients of Siegel modular forms on Maass Space are obtained using Ikeda lifting.","Serre previously showed that the p-adic limit of the integral Fourier coefficient of modular forms on $SL_2(\mathbb{Z})$ exists for $p=2,3,5,7$. This paper extends Serre's result to weakly holomorphic modular forms of half integral weight on $\Gamma_{0}(4N)$ for $N=1,2,4$, using linear relations among Fourier coefficients of modular forms of half integral weight. The proof leads to various consequences, including congruences of Borcherds exponents, congruences of quotients of Eisenstein series, and congruences of values of $L$-functions at a specific point. Additionally, the congruences of the Fourier coefficients of Siegel modular forms on Maass space can be derived through Ikeda lifting.",10,False
In this article we discuss a relation between the string topology and differential forms based on the theory of Chen's iterated integrals and the cyclic bar complex.,"The article explores a connection between string topology and differential forms, rooted in Chen's iterated integrals and the cyclic bar complex. This relationship is examined through the lens of the theory of Chen's iterated integrals, which provides a framework for understanding the interaction between string topology and differential forms. The cyclic bar complex, a tool from algebraic topology, also plays a crucial role in elucidating this connection. By delving into these concepts, the article sheds light on the intricate ties between string topology and differential forms.",5,False
"The pure spinor formulation of the ten-dimensional superstring leads to manifestly supersymmetric loop amplitudes, expressed as integrals in pure spinor superspace. This paper explores different methods to evaluate these integrals and then uses them to calculate the kinematic factors of the one-loop and two-loop massless four-point amplitudes involving two and four Ramond states.",The ten-dimensional superstring theory's pure spinor formulation yields supersymmetric loop amplitude expressions that are straightforwardly integrated in a superspace with only spinor coordinates. This research investigates various techniques for evaluating such integrals and applies them to determine the kinematic coefficients of the one-loop and two-loop massless four-point functions involving two or four Ramond particles.,9,False
"In this work, we evaluate the lifetimes of the doubly charmed baryons $\\Xi_{cc}^{+}$, $\\Xi_{cc}^{++}$ and $\\Omega_{cc}^{+}$. We carefully calculate the non-spectator contributions at the quark level where the Cabibbo-suppressed diagrams are also included. The hadronic matrix elements are evaluated in the simple non-relativistic harmonic oscillator model. Our numerical results are generally consistent with that obtained by other authors who used the diquark model. However, all the theoretical predictions on the lifetimes are one order larger than the upper limit set by the recent SELEX measurement. This discrepancy would be clarified by the future experiment, if more accurate experiment still confirms the value of the SELEX collaboration, there must be some unknown mechanism to be explored.","In this study, we investigate the lifetime of three doubly charmed baryons, specifically $\Xi_{cc}^{+}$, $\Xi_{cc}^{++}$, and $\Omega_{cc}^{+}$. We thoroughly examine the non-spectator contributions at the quark level, taking into account Cabibbo-suppressed diagrams. To estimate the hadronic matrix elements, we employ a simplified non-relativistic harmonic oscillator model. Our findings are largely consistent with previous studies that utilized the diquark model. However, our theoretical predictions for the lifetimes are significantly higher than the upper limit established by the latest SELEX measurement. This disparity can only be resolved through future experiments that provide more precise data. If the SELEX collaboration's value is confirmed, it will indicate the presence of an unexplored mechanism.",10,False
"Results from spectroscopic observations of the Intermediate Polar (IP) EX Hya in quiescence during 1991 and 2001 are presented. Spin-modulated radial velocities consistent with an outer disc origin were detected for the first time in an IP. The spin pulsation was modulated with velocities near ~500-600 km/s. These velocities are consistent with those of material circulating at the outer edge of the accretion disc, suggesting corotation of the accretion curtain with material near the Roche lobe radius. Furthermore, spin Doppler tomograms have revealed evidence of the accretion curtain emission extending from velocities of ~500 km/s to ~1000 km/s. These findings have confirmed the theoretical model predictions of King & Wynn (1999), Belle et al. (2002) and Norton et al. (2004) for EX Hya, which predict large accretion curtains that extend to a distance close to the Roche lobe radius in this system. Evidence for overflow stream of material falling onto the magnetosphere was observed, confirming the result of Belle et al. (2005) that disc overflow in EX Hya is present during quiescence as well as outburst. It appears that the hbeta and hgamma spin radial velocities originated from the rotation of the funnel at the outer disc edge, while those of halpha were produced due to the flow of material along the field lines far from the white dwarf (narrow component) and close to the white dwarf (broad-base component), in agreement with the accretion curtain model.","Observations of the Intermediate Polar (IP) EX Hya during periods of quiescence in 1991 and 2001 have yielded new insights into the system's accretion dynamics. For the first time, spin-modulated radial velocities indicative of an outer disk origin were detected in an IP, with velocities ranging from approximately 500-600 km/s. This suggests that the accretion curtain is corotating with material at the outer edge of the disk, near the Roche lobe radius. Additionally, spin Doppler tomograms have revealed emissions from the accretion curtain spanning velocities of 500 km/s to 1000 km/s, supporting the idea of a large accretion curtain extending close to the Roche lobe radius. Further, evidence of an overflow stream of material falling onto the magnetosphere was found, consistent with previous studies. The origins of the spin radial velocities were found to be diverse, with hbeta and hgamma velocities originating from the rotation of the funnel at the outer disc edge, while halpha velocities were produced by material flowing along field lines both far from and close to the white dwarf. These results align with the accretion curtain model and provide further support for the theories proposed by King & Wynn (1999), Belle et al. (2002), and Norton et al. (2004).",7,False
"We give a prescription for how to compute the Callias index, using as regulator an exponential function. We find agreement with old results in all odd dimensions. We show that the problem of computing the dimension of the moduli space of self-dual strings can be formulated as an index problem in even-dimensional (loop-)space. We think that the regulator used in this Letter can be applied to this index problem.","In this letter, we provide a formula for calculating the Callias index by utilizing an exponential function as a regulator. Our approach yields consistent results with previous studies in odd dimensions. Moreover, we demonstrate that the issue of determining the dimension of the moduli space of self-dual strings can be reformulated as an index problem in even-dimensional spaces, specifically in loop spaces. Notably, the regulatory method employed in this letter has potential applications in addressing this index problem.",10,False
"The shape of the hadronic form factor f+(q2) in the decay D0 --> K- e+ nue has been measured in a model independent analysis and compared with theoretical calculations. We use 75 fb(-1) of data recorded by the BABAR detector at the PEPII electron-positron collider. The corresponding decay branching fraction, relative to the decay D0 --> K- pi+, has also been measured to be RD = BR(D0 --> K- e+ nue)/BR(D0 --> K- pi+) = 0.927 +/- 0.007 +/- 0.012. From these results, and using the present world average value for BR(D0 --> K- pi+), the normalization of the form factor at q2=0 is determined to be f+(0)=0.727 +/- 0.007 +/- 0.005 +/- 0.007 where the uncertainties are statistical, systematic, and from external inputs, respectively.","The hadronic form factor f+(q2) in the decay D0 → K- e+ nue has been studied using 75 fb(-1) of data collected by the BABAR detector at the PEPII electron-positron collider. The decay branching fraction, RD, has been measured relative to the decay D0 → K- pi+, and found to be 0.927 ± 0.007 ± 0.012. Using this result and the current global average value for BR(D0 → K- pi+), the normalization of the form factor at q2=0 can be determined as f+(0) = 0.727 ± 0.007 ± 0.005 ± 0.007, where the uncertainties represent statistical, systematic, and external input errors, respectively.",7,False
Spatiotemporal pattern formation in a product-activated enzymic reaction at high enzyme concentrations is investigated. Stochastic simulations show that catalytic turnover cycles of individual enzymes can become coherent and that complex wave patterns of molecular synchronization can develop. The analysis based on the mean-field approximation indicates that the observed patterns result from the presence of Hopf and wave bifurcations in the considered system.,"In a study on spatiotemporal pattern formation in a product-activated enzymatic reaction, researchers used stochastic simulations to investigate how high enzyme concentrations affect the behavior of individual enzymes. They found that the catalytic cycles of these enzymes can become coordinated, leading to intricate patterns of molecular synchrony. By analyzing the data using a mean-field approximation, they determined that these patterns arise from two types of bifurcations - Hopf and wave bifurcations - within the system.",6,False
"We present Lie group integrators for nonlinear stochastic differential equations with non-commutative vector fields whose solution evolves on a smooth finite dimensional manifold. Given a Lie group action that generates transport along the manifold, we pull back the stochastic flow on the manifold to the Lie group via the action, and subsequently pull back the flow to the corresponding Lie algebra via the exponential map. We construct an approximation to the stochastic flow in the Lie algebra via closed operations and then push back to the Lie group and then to the manifold, thus ensuring our approximation lies in the manifold. We call such schemes stochastic Munthe-Kaas methods after their deterministic counterparts. We also present stochastic Lie group integration schemes based on Castell--Gaines methods. These involve using an underlying ordinary differential integrator to approximate the flow generated by a truncated stochastic exponential Lie series. They become stochastic Lie group integrator schemes if we use Munthe-Kaas methods as the underlying ordinary differential integrator. Further, we show that some Castell--Gaines methods are uniformly more accurate than the corresponding stochastic Taylor schemes. Lastly we demonstrate our methods by simulating the dynamics of a free rigid body such as a satellite and an autonomous underwater vehicle both perturbed by two independent multiplicative stochastic noise processes.","We propose a method for solving nonlinear stochastic differential equations (SDEs) with non-commutative vector fields, which describe the evolution of a system on a smooth, finite-dimensional manifold. Our approach leverages the theory of Lie groups and their actions on manifolds. Specifically, given a Lie group action that generates transport along the manifold, we first pull back the SDE's flow on the manifold to the Lie group through this action. Then, we apply the exponential map to pull back the flow to the Lie algebra. By performing closed operations in the Lie algebra, we obtain an approximated version of the stochastic flow, which is then pushed forward to the Lie group and finally to the original manifold. This process ensures that our approximation stays within the manifold. We refer to these methods as stochastic Munthe-Kaas methods, named after their deterministic counterparts. Additionally, we explore stochastic Lie group integration schemes inspired by Castell--Gaines methods. These approaches rely on approximating the flow generated by a truncated stochastic exponential Lie series using an underlying ordinary differential integrator. When utilizing Munthe-Kaas methods as the underlying integrator, they become stochastic Lie group integrator schemes. Notably, certain Castell--Gaines methods exhibit uniform accuracy superiority compared to stochastic Taylor schemes. To illustrate our techniques, we simulate the behavior of a free rigid body (e.g., a satellite or an autonomous underwater vehicle) subject to two independent multiplicative stochastic noise processes.",9,False
"The very nature of the solar chromosphere, its structuring and dynamics, remains far from being properly understood, in spite of intensive research. Here we point out the potential of chromospheric observations at millimeter wavelengths to resolve this long-standing problem. Computations carried out with a sophisticated dynamic model of the solar chromosphere due to Carlsson and Stein demonstrate that millimeter emission is extremely sensitive to dynamic processes in the chromosphere and the appropriate wavelengths to look for dynamic signatures are in the range 0.8-5.0 mm. The model also suggests that high resolution observations at mm wavelengths, as will be provided by ALMA, will have the unique property of reacting to both the hot and the cool gas, and thus will have the potential of distinguishing between rival models of the solar atmosphere. Thus, initial results obtained from the observations of the quiet Sun at 3.5 mm with the BIMA array (resolution of 12 arcsec) reveal significant oscillations with amplitudes of 50-150 K and frequencies of 1.5-8 mHz with a tendency toward short-period oscillations in internetwork and longer periods in network regions. However higher spatial resolution, such as that provided by ALMA, is required for a clean separation between the features within the solar atmosphere and for an adequate comparison with the output of the comprehensive dynamic simulations.","Despite extensive research, the structure and behavior of the solar chromosphere remain poorly understood. However, observations at millimeter wavelengths offer a promising way to address this issue. Sophisticated dynamic models, such as those developed by Carlsson and Stein, suggest that these wavelengths are highly sensitive to dynamic processes in the chromosphere. Specifically, the most informative wavelengths lie between 0.8 and 5.0 millimeters. These observations can potentially distinguish between competing models of the solar atmosphere, thanks to their ability to detect both hot and cool gas. Preliminary data from the BIMA array, which has a resolution of 12 arcseconds, has already revealed notable oscillations with temperatures ranging from 50 to 150 Kelvin and frequencies spanning 1.5 to 8 megahertz, with shorter periods observed in internetwork areas and longer periods in network regions. Nonetheless, higher spatial resolution, such as what ALMA offers, is necessary to clearly separate features within the solar atmosphere and compare them effectively with simulation outputs.",6,False
"The formation of quasi-2D spin-wave waveforms in longitudinally magnetized stripes of ferrimagnetic film was observed by using time- and space-resolved Brillouin light scattering technique. In the linear regime it was found that the confinement decreases the amplitude of dynamic magnetization near the lateral stripe edges. Thus, the so-called effective dipolar pinning of dynamic magnetization takes place at the edges. In the nonlinear regime a new stable spin wave packet propagating along a waveguide structure, for which both transversal instability and interaction with the side walls of the waveguide are important was observed. The experiments and a numerical simulation of the pulse evolution show that the shape of the formed waveforms and their behavior are strongly influenced by the confinement.","The formation of two-dimensional spin-wave waveforms in long, thin strips of ferromagnetic material has been studied using advanced techniques that allow us to observe changes in the magnetic field over time and space. When the magnetic field is applied lengthwise along the strip, we find that the strength of the dynamic magnetization weakens near the edges of the strip. This phenomenon is known as effective dipolar pinning"" and occurs because the magnetic moments at the edges are directed perpendicular to the strip's long axis.",6,False
"When we increase the input power, we enter a nonlinear regime where a novel type of spin wave emerges. These waves travel along the length of the strip and are shaped by the narrow confines of the waveguide. We have observed that the waveform's stability and interactions with the surrounding walls play an essential role in determining its properties. Our experimental results agree well with computer simulations, providing valuable insights into how confinement affects the behavior of these exotic waves.",,0,True
"We present recent advances in understanding of the ground and excited states of the electron-phonon coupled systems obtained by novel methods of Diagrammatic Monte Carlo and Stochastic Optimization, which enable the approximation-free calculation of Matsubara Green function in imaginary times and perform unbiased analytic continuation to real frequencies. We present exact numeric results on the ground state properties, Lehmann spectral function and optical conductivity of different strongly correlated systems: Frohlich polaron, Rashba-Pekar exciton-polaron, pseudo Jahn-Teller polaron, exciton, and interacting with phonons hole in the t-J model.","Recent research has led to significant progress in comprehending the ground and excited states of electron-phonon coupled systems, thanks to innovative methodologies such as Diagrammatic Monte Carlo and Stochastic Optimization. These approaches enable the accurate calculation of Matsubara Green functions in imaginary time, followed by an unbiased analytic continuation to real frequencies. The accuracy of these methods allows for precise numerical calculations of various properties, including ground state characteristics, Lehmann spectral function, and optical conductivity, in diverse strongly correlated systems like Frohlich polaron, Rashba-Pekar exciton-polaron, pseudo Jahn-Teller polaron, exciton, and interacting with phonons hole in the t-J model.",8,False
"We describe a peculiar fine structure acquired by the in-plane optical phonon at the Gamma-point in graphene when it is brought into resonance with one of the inter-Landau-level transitions in this material. The effect is most pronounced when this lattice mode (associated with the G-band in graphene Raman spectrum) is in resonance with inter-Landau-level transitions 0 -> (+,1) and (-,1) -> 0, at a magnetic field B_0 ~ 30 T. It can be used to measure the strength of the electron-phonon coupling directly, and its filling-factor dependence can be used experimentally to detect circularly polarized lattice modes.","In graphene, we observe an unusual phenomenon where the in-plane optical phonon at the Gamma-point exhibits a distinctive fine structure when it resonates with certain inter-Landau-level transitions. This occurs when the lattice mode associated with the G-band in the Raman spectrum is in resonance with transitions between energy levels 0 and (+,1), as well as (-,1) and 0, at a specific magnetic field strength of approximately 30 T. By studying this effect, researchers can directly measure the strength of the electron-phonon interaction. Additionally, the dependence of this phenomenon on filling factor allows for the experimental detection of circularly polarized lattice modes.",7,False
We prove pfaffian and hafnian versions of Lieb's inequalities on determinants and permanents of positive semi-definite matrices. We use the hafnian inequality to improve the lower bound of R\\'ev\\'esz and Sarantopoulos on the norm of a product of linear functionals on a real Euclidean space (this subject is sometimes called the `real linear polarization constant' problem).,"Our research demonstrates that Lieb's inequalities on determinants and permanents of positive semi-definite matrices hold for both Pfaffian and Hafnian cases. Utilizing the Hafnian inequality, we enhance the lower bound of R\*ev\*esz and Sarantopoulos's result regarding the norm of a product of linear functionals in a real Euclidean space, an area often referred to as the real linear polarization constant"" problem.",6,False
"We investigate the effect of tuning the phonon energy on the correlation effects in models of electron-phonon interactions using DMFT. In the regime where itinerant electrons, instantaneous electron-phonon driven correlations and static distortions compete on similar energy scales, we find several interesting results including (1) A crossover from band to Mott behavior in the spectral function, leading to hybrid band/Mott features in the spectral function for phonon frequencies slightly larger than the band width. (2) Since the optical conductivity depends sensitively on the form of the spectral function, we show that such a regime should be observable through the low frequency form of the optical conductivity. (3) The resistivity has a double kondo peak arrangement","We examine how adjusting the phonon energy affects correlation effects in models of electron-phonon interactions using dynamical mean field theory (DMFT). Our investigation reveals various intriguing phenomena when itinerant electrons, instantaneous electron-phonon couplings, and static deformations operate on comparable energy scales. Specifically, we observe a transition from band-like to Mott behavior in the spectral function at moderate phonon frequencies, resulting in unique hybrid band/Mott characteristics. This crossover significantly impacts the optical conductivity, making it potentially detectable via its low-frequency profile. Additionally, our study shows that the resistivity exhibits a distinctive double Kondo peak structure.",8,False
"We show that crystal can trap a broad (x, x', y, y', E) distribution of particles and channel it preserved with a high precision. This sampled-and-hold distribution can be steered by a bent crystal for analysis downstream. In simulations for the 7 TeV Large Hadron Collider, a crystal adapted to the accelerator lattice traps 90% of diffractively scattered protons emerging from the interaction point with a divergence 100 times the critical angle. We set the criterion for crystal adaptation improving efficiency ~100-fold. Proton angles are preserved in crystal transmission with accuracy down to 0.1 microrad. This makes feasible a crystal application for measuring very forward protons at the LHC.","Our research demonstrates that a crystal can effectively confine and guide a wide range of particle distributions, including their position and momentum coordinates, while maintaining a high level of precision. By using a curved crystal, this distributed particle population can be directed towards further analysis. In simulated experiments at the Large Hadron Collider, we found that our specially designed crystal was able to capture 90% of the protons that were deflected through large angles, which is 100 times greater than the critical angle, resulting in an improvement in efficiency of up to 100 fold. Additionally, we showed that the crystal preserves the angles of transmitted protons with an accuracy of less than 0.1 microradians, making it possible to use crystals for measuring extremely forward protons at the LHC.",5,False
"We analyze the possibility of probing non-standard neutrino interactions (NSI, for short) through the detection of neutrinos produced in a future galactic supernova (SN).We consider the effect of NSI on the neutrino propagation through the SN envelope within a three-neutrino framework, paying special attention to the inclusion of NSI-induced resonant conversions, which may take place in the most deleptonised inner layers. We study the possibility of detecting NSI effects in a Megaton water Cherenkov detector, either through modulation effects in the $\\bar\ u_e$ spectrum due to (i) the passage of shock waves through the SN envelope, (ii) the time dependence of the electron fraction and (iii) the Earth matter effects; or, finally, through the possible detectability of the neutronization $\ u_e$ burst. We find that the $\\bar\ u_e$ spectrum can exhibit dramatic features due to the internal NSI-induced resonant conversion. This occurs for non-universal NSI strengths of a few %, and for very small flavor-changing NSI above a few$\\times 10^{-5}$.","In this study, we investigate the potential for observing non-standard neutrino interactions (NSI) during a future galactic supernova (SN) using a Megaton water Cherenkov detector. Specifically, we focus on how NSI affects the propagation of neutrinos through the SN envelope, taking into account the possibility of resonant conversions that may occur in the innermost, deleptonized regions. We examine three different ways to detect NSI effects in the detector: modulations in the electron antineutrino spectrum caused by shock waves passing through the envelope, time variations in the electron fraction, and Earth matter effects; as well as the potential detection of a neutronization burst. Our results show that the electron antineutrino spectrum can display striking features resulting from internal NSI-induced resonant conversion, particularly for non-universal NSI strengths of a few percent and very small flavor-changing NSI above a few times $10^{-5}$.",8,False
"We performed a rigorous theoretical convergence analysis of the discrete dipole approximation (DDA). We prove that errors in any measured quantity are bounded by a sum of a linear and quadratic term in the size of a dipole d, when the latter is in the range of DDA applicability. Moreover, the linear term is significantly smaller for cubically than for non-cubically shaped scatterers. Therefore, for small d errors for cubically shaped particles are much smaller than for non-cubically shaped. The relative importance of the linear term decreases with increasing size, hence convergence of DDA for large enough scatterers is quadratic in the common range of d. Extensive numerical simulations were carried out for a wide range of d. Finally we discuss a number of new developments in DDA and their consequences for convergence.","Our study thoroughly examined the accuracy of the discrete dipole approximation (DDA) through a detailed theoretical analysis. We demonstrated that the error in any calculated quantity is limited to a combination of linear and squared terms related to the dipole's size, providing DDA remains applicable. Notably, the linear component is substantially reduced for cube-shaped objects compared to other shapes. As a result, errors for small dipoles are considerably lower for cubic particles. Furthermore, as the size increases, the significance of the linear term diminishes, resulting in a generally quadratic rate of convergence for larger dipoles within the typical range. To substantiate our findings, extensive numerical experiments spanning various sizes were conducted. Lastly, we discussed novel advancements in DDA and their implications on its convergence behavior.",8,False
"This is a supplement to the paper arXiv:q-bio/0701050, containing the text of correspondence sent to Nature in 1990.","This document serves as an additional resource for the paper titled arXiv:q-bio/0701050"" and includes the contents of letters that were sent to Nature in 1990.",10,False
"We propose an extrapolation technique that allows accuracy improvement of the discrete dipole approximation computations. The performance of this technique was studied empirically based on extensive simulations for 5 test cases using many different discretizations. The quality of the extrapolation improves with refining discretization reaching extraordinary performance especially for cubically shaped particles. A two order of magnitude decrease of error was demonstrated. We also propose estimates of the extrapolation error, which were proven to be reliable. Finally we propose a simple method to directly separate shape and discretization errors and illustrated this for one test case.","Our approach enhances the precision of discrete dipole approximation calculations by employing an innovative extrapolation technique. Through comprehensive simulations across five diverse scenarios, we evaluated the effectiveness of our method using various discretizations. Notably, when applied to cubic-shaped particles, our technique yielded remarkable results, exhibiting a remarkable reduction in error by nearly two orders of magnitude. Additionally, we developed estimators for predicting extrapolation errors, which proved to be dependable. To further facilitate error analysis, we devised a straightforward approach to differentiate between shape and discretization errors. This novel technique was successfully demonstrated through its application to one of the test cases.",9,False
"The multisite phosphorylation-dephosphorylation cycle is a motif repeatedly used in cell signaling. This motif itself can generate a variety of dynamic behaviors like bistability and ultrasensitivity without direct positive feedbacks. In this paper, we study the number of positive steady states of a general multisite phosphorylation-dephosphorylation cycle, and how the number of positive steady states varies by changing the biological parameters. We show analytically that (1) for some parameter ranges, there are at least n+1 (if n is even) or n (if n is odd) steady states; (2) there never are more than 2n-1 steady states (in particular, this implies that for n=2, including single levels of MAPK cascades, there are at most three steady states); (3) for parameters near the standard Michaelis-Menten quasi-steady state conditions, there are at most n+1 steady states; and (4) for parameters far from the standard Michaelis-Menten quasi-steady state conditions, there is at most one steady state.","The repeated use of the multisite phosphorylation-dephosphorylation cycle in cell signaling allows for various dynamic behaviors, such as bistability and ultrasensitivity, to occur without direct positive feedback loops. In this study, we investigate the impact of altering biological parameters on the number of stable states in a generalized multisite phosphorylation-dephosphorylation cycle. Our findings reveal that within certain parameter ranges, the number of stable states increases with the number of sites being modified, while never exceeding 2n-1 states. Notably, when considering systems with two levels of modification (n=2), we discover that there exist no more than three stable states. Furthermore, our analysis shows that under typical Michaelis-Menten quasi-steady state conditions, the number of stable states does not surpass n+1, whereas for parameters significantly deviating from these conditions, only one stable state remains.",9,False
"In this manuscript we investigate the capabilities of the Discrete Dipole Approximation (DDA) to simulate scattering from particles that are much larger than the wavelength of the incident light, and describe an optimized publicly available DDA computer program that processes the large number of dipoles required for such simulations. Numerical simulations of light scattering by spheres with size parameters x up to 160 and 40 for refractive index m=1.05 and 2 respectively are presented and compared with exact results of the Mie theory. Errors of both integral and angle-resolved scattering quantities generally increase with m and show no systematic dependence on x. Computational times increase steeply with both x and m, reaching values of more than 2 weeks on a cluster of 64 processors. The main distinctive feature of the computer program is the ability to parallelize a single DDA simulation over a cluster of computers, which allows it to simulate light scattering by very large particles, like the ones that are considered in this manuscript. Current limitations and possible ways for improvement are discussed.","In this study, we explore the potential of the Discrete Dipole Approximation (DDA) to model the scattering of light by particles that are significantly larger than the wavelength of the incident light. We also describe a freely available computer program that has been optimized to handle the vast number of dipoles required for such simulations. Our numerical experiments involve simulating light scattering by spheres with size parameters up to 160 and 40 for refractive indices of 1.05 and 2, respectively, and comparing the results with those obtained using the exact Mie theory. We find that errors in both integrated and angle-resolved scattering quantities tend to increase with the refractive index, while showing no consistent trend with particle size. Notably, computational time increases sharply with both particle size and refractive index, requiring over two weeks of processing power on a 64-processor cluster. A key feature of our computer program is its ability to distribute a single DDA simulation across multiple processors, enabling the simulation of light scattering by extremely large particles. However, there are still limitations to the current approach, and we discuss potential avenues for improvement.",7,False
"We present a review of the discrete dipole approximation (DDA), which is a general method to simulate light scattering by arbitrarily shaped particles. We put the method in historical context and discuss recent developments, taking the viewpoint of a general framework based on the integral equations for the electric field. We review both the theory of the DDA and its numerical aspects, the latter being of critical importance for any practical application of the method. Finally, the position of the DDA among other methods of light scattering simulation is shown and possible future developments are discussed.","In this article, we provide an overview of the Discrete Dipole Approximation (DDA) method for simulating light scattering by arbitrary-shaped particles. We begin by placing the method within its historical context and highlighting recent advancements. Our approach focuses on the integral equation framework that underlies the DDA, allowing us to thoroughly examine both the theoretical foundations and numerical implementation of the technique. We then discuss the various applications of the DDA and how it compares to alternative methods used in light scattering simulations. Finally, we conclude with a discussion of potential future directions for research involving the DDA.",9,False
"The quadratic pion scalar radius, \\la r^2\a^\\pi_s, plays an important role for present precise determinations of \\pi\\pi scattering. Recently, Yndur\\'ain, using an Omn\\`es representation of the null isospin(I) non-strange pion scalar form factor, obtains \\la r^2\a^\\pi_s=0.75\\pm 0.07 fm^2. This value is larger than the one calculated by solving the corresponding Muskhelishvili-Omn\\`es equations, \\la r^2\a^\\pi_s=0.61\\pm 0.04 fm^2. A large discrepancy between both values, given the precision, then results. We reanalyze Yndur\\'ain's method and show that by imposing continuity of the resulting pion scalar form factor under tiny changes in the input \\pi\\pi phase shifts, a zero in the form factor for some S-wave I=0 T-matrices is then required. Once this is accounted for, the resulting value is \\la r^2\a_s^\\pi=0.65\\pm 0.05 fm^2. The main source of error in our determination is present experimental uncertainties in low energy S-wave I=0 \\pi\\pi phase shifts. Another important contribution to our error is the not yet settled asymptotic behaviour of the phase of the scalar form factor from QCD.","The quadratic pion scalar radius, which refers to the square of the distance between the quark and antiquark within a pion, has significant implications for the accurate study of pion-pion scattering. In recent times, researcher Yndurain utilized an Omnes representation of the null isospin (I) non-strange pion scalar form factor to determine the value of this radius, obtaining a result of approximately 0.75 ± 0.07 femtometer squared (fm^2). However, this value was found to be inconsistent with the value obtained through the solution of the corresponding Muskhelishvili-Omnes equations, which yielded a value of around 0.61 ± 0.04 fm^2. This discrepancy raises questions about the accuracy of the initial result. To address this issue, we conducted a reevaluation of Yndurain's approach, incorporating the requirement of continuity in the resulting pion scalar form factor when there are minor variations in the input pi-pi phase shifts. By doing so, we discovered that a zero in the form factor becomes necessary for certain S-wave I=0 T-matrices. When this constraint is taken into account, the derived value of the quadratic pion scalar radius turns out to be approximately 0.65 ± 0.05 fm^2. The primary source of uncertainty in this determination stems from current experimental uncertainties in low-energy S-wave I=0 pi-pi phase shifts. Additionally, the not-yet-settled nature of the asymptotic behavior of the phase of the scalar form factor from Quantum Chromodynamics (QCD) contributes significantly to the overall error margin.",,
